time,voltage
1573662463.2950597,3.365203
1573662464.6624277,3.3651329
1573662466.0295203,3.3650654
1573662467.489633,3.3649879
1573662468.8687944,3.3649142
1573662470.2343354,3.3648404
1573662471.6754577,3.3647579
1573662473.052621,3.3646817
1573662474.4187782,3.3646204
1573662475.7862449,3.3645429
1573662477.151327,3.3644704
1573662478.5184119,3.3643929
1573662479.8856227,3.3643317
1573662481.251591,3.3642492
1573662482.618486,3.3641817
1573662483.9863513,3.3641042
1573662485.3542151,3.3640104
1573662486.7217264,3.3639479
1573662488.0883374,3.3638754
1573662489.4557,3.3638054
1573662490.8224099,3.3637267
1573662492.1899188,3.3636504
1573662493.5571806,3.3635829
1573662494.923248,3.3635104
1573662496.29096,3.3634454
1573662497.656692,3.3633629
1573662499.0221524,3.3632879
1573662500.390574,3.3632191
1573662501.7573473,3.3631504
1573662503.1226227,3.3630766
1573662504.488128,3.3630091
1573662505.854149,3.3629354
1573662507.237443,3.3628616
1573662508.6042917,3.3627854
1573662509.9717097,3.3627116
1573662511.338867,3.3626341
1573662512.7062385,3.3625541
1573662514.0722582,3.3624804
1573662515.4376757,3.3624079
1573662516.8028362,3.3623304
